Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,ROA,Short Interest,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend Est.,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend TTM,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR (14),Dividend Ex-Date,Current Ratio,EPS Y/Y TTM,Oper. Margin,RSI (14),Volatility,Employees,Debt/Eq,Sales Y/Y TTM,Profit Margin,Recom,Target Price,Option/Short,LT Debt/Eq,EPS Q/Q,Payout,Rel Volume,Prev Close,Sales Surprise,EPS Surprise,Sales Q/Q,Earnings,Avg Volume,Price,SMA20,SMA50,SMA200,Trades,Volume,Change,Ticker
S&P 500,9.23,6.88,1.20%,235.04M,-5.07%,14.56B,7.62,14.74%,-0.53%,226.69M,-3.06%,1.79B,0.62,1.51,103.43%,4.46%,8.60%,19.71B,0.74,15.98%,-1.43%,2.78,-3.09%,37.42,1.70,7.46%,10.10M,-19.39%,6.86,9.25,14.94%,17.57%,51.47 - 85.56,4.90%,-,9.01,12.60%,10.48%,-25.85%,1.60,-,1.07,7.10%,18.54%,23.27%,1.96,"Feb 04, 2020",1.53,-33.56%,11.10%,46.84,3.49% 2.71%,141000,1.01,-1.69%,9.07%,1.65,81.67,Yes / Yes,0.94,-64.63%,0.00%,0.64,62.17,0.05%,6.00%,-0.24%,Feb 06 BMO,3.64M,63.44,-2.82%,-0.06%,-4.35%,,"555,245",2.05%,APTV
RUT,10.11,7.30,1.88%,23.29M,-1.93%,1.71B,7.96,48.98%,-3.04%,22.72M,-21.28%,173.16M,0.52,0.52,102.56%,6.52%,-34.16%,4.18B,0.41,-0.88%,-0.49%,4.74,-25.33%,56.44,1.31,7.05%,1.48M,-45.15%,6.79,10.87,19.58%,13.56%,70.96 - 153.60,-20.92%,0.44 (0.60%),37.26,36.95%,10.63%,-51.95%,1.59,0.48 (0.65%),1.01,8.51%,8.38%,4.00%,3.53,"Feb 11, 2025",1.01,40.21%,3.71%,28.22,4.24% 4.50%,14000,0.31,-5.61%,4.14%,2.21,105.92,Yes / Yes,0.24,-38.57%,6.60%,0.80,73.03,0.67%,26.63%,-8.07%,Jan 31 BMO,312.57K,73.80,-8.17%,-17.85%,-28.44%,,"60,194",1.05%,ARCB
-,11.52,0.69,42.48%,210.66M,-0.87%,1.68B,9.84,14.00%,0.00%,121.18M,-4.77%,148.76M,1.28,0.15,51.03%,1.02%,-0.37%,4.47B,0.38,0.35%,0.65%,0.92,-3.03%,2.43,3.29,5.03%,1.24M,-33.14%,0.66,12.15,9.02%,29.07%,7.02 - 11.88,9.75%,0.19 (2.32%),-,12.81%,7.18%,-32.74%,0.68,0.24 (3.00%),0.57,12.01%,14.63%,13.82%,0.28,"Mar 24, 2025",0.61,-17.95%,7.13%,51.18,4.01% 3.30%,100795,3.39,3.19%,3.33%,1.29,10.57,Yes / Yes,3.08,-,33.98%,1.90,7.92,-0.69%,31.15%,-2.66%,Mar 12 BMO,1.35M,7.99,-0.65%,2.57%,-7.64%,,"616,728",0.88%,ARCO
RUT,9.29,1.47,83.99%,142.75M,-6.19%,1.95B,6.86,6.36%,0.02%,22.86M,-5.73%,210.34M,0.87,0.23,11.18%,4.37%,-18.00%,5.97B,0.33,18.65%,6.28%,2.51,-26.14%,7.93,1.73,4.03%,1.00M,-,3.90,3.51,10.64%,23.34%,13.21 - 20.72,-19.92%,-,15.31,-,6.26%,-33.99%,-,-,1.82,7.02%,97.55%,3.54%,0.71,-,1.94,290.04%,6.99%,41.91,5.58% 4.66%,24900,2.02,10.29%,3.53%,1.40,20.60,Yes / Yes,1.97,2858.62%,0.00%,0.43,13.26,8.23%,70.06%,19.33%,Feb 26 AMC,397.98K,13.68,-5.33%,-7.99%,-18.06%,,"41,464",3.15%,ARDT
-,8.96,2.77,30.91%,128.06M,0.04%,3.19B,7.88,24.02%,-0.13%,88.73M,-5.05%,354.62M,1.22,0.59,18.01%,3.98%,-3.23%,2.45B,1.30,-8.21%,2.65%,9.34,7.58%,14.31,1.74,12.43%,3.53M,26.67%,1.07,23.29,7.33%,19.34%,19.28 - 30.56,-5.52%,2.80 (11.27%),8.52,-1.99%,15.44%,-18.72%,0.68,2.80 (11.27%),1.68,8.30%,20.72%,28.84%,0.65,"Feb 07, 2025",2.20,-42.35%,17.37%,36.60,2.21% 2.25%,3653,0.27,-4.60%,14.48%,1.00,29.50,Yes / Yes,0.25,-85.26%,100.97%,0.30,24.47,-6.87%,-82.09%,-5.65%,Feb 03 BMO,378.12K,24.84,-3.66%,-7.24%,-2.34%,,"27,204",1.53%,ARLP
RUT,14.71,1.77,3.05%,16.74M,-1.23%,436.46M,9.04,12.04%,-1.61%,16.23M,-2.12%,29.71M,-,0.59,51.22%,0.54%,-17.14%,223.07M,1.96,25.61%,-19.74%,2.20,-6.47%,23.94,1.09,0.70%,0.09M,5.35%,-,-,-,7.61%,21.50 - 34.63,-9.18%,1.10 (4.24%),56.46,-4.45%,6.84%,-24.70%,0.70,1.10 (4.22%),-,10.23%,-,21.28%,0.73,"Feb 10, 2025",0.22,0.52%,16.75%,43.26,2.64% 2.71%,537,0.08,16.37%,13.32%,3.00,30.25,Yes / Yes,0.08,-41.22%,61.58%,0.16,25.88,-10.64%,-19.41%,6.41%,Jan 30 BMO,40.00K,26.08,-1.33%,-2.89%,-8.20%,,"1,535",0.75%,AROW
-,14.22,7.28,0.81%,52.17M,-5.34%,5.40B,6.67,52.45%,0.31%,51.75M,-3.10%,392.07M,0.66,1.43,105.80%,6.74%,-13.89%,27.92B,0.19,-3.56%,0.11%,6.89,-16.76%,110.43,0.94,1.80%,3.49M,-15.90%,3.62,28.60,21.67%,6.78%,101.78 - 137.80,-8.50%,-,5.20,-,4.49%,-24.89%,1.17,-,1.08,0.12%,11.21%,1.69%,2.77,"Dec 17, 1986",1.46,-54.03%,3.26%,37.84,2.96% 2.45%,21520,0.59,-15.66%,1.40%,3.29,112.50,Yes / Yes,0.52,-47.28%,0.00%,0.24,101.93,3.17%,10.93%,-7.21%,Feb 06 BMO,506.13K,103.50,-3.93%,-6.97%,-15.24%,,"29,501",1.55%,ARW
RUT,3.19,3.06,5.07%,40.46M,-1.01%,395.24M,7.54,7.64%,0.00%,38.41M,-15.34%,128.61M,-,0.16,72.50%,5.72%,-17.48%,405.78M,0.97,-57.61%,-2.16%,2.85,-42.46%,15.02,0.65,18.95%,2.20M,-38.40%,1.16,8.41,-12.48%,21.87%,8.83 - 23.44,-19.59%,0.47 (4.77%),4.03,-,19.06%,-58.32%,0.14,0.95 (9.72%),3.86,21.20%,38.53%,10.65%,0.42,"Feb 28, 2025",4.24,-11.25%,31.61%,41.54,3.54% 4.72%,936,0.07,46.10%,31.69%,1.80,14.30,Yes / Yes,0.06,-80.52%,35.31%,0.38,9.85,64.96%,20.48%,-17.03%,Feb 13 BMO,770.49K,9.77,-0.28%,-12.14%,-38.14%,,"69,697",-0.81%,ASC
RUT,14.73,1.62,4.27%,26.74M,-9.32%,637.31M,5.11,17.83%,-2.55%,25.60M,-19.63%,44.15M,-,0.86,89.99%,1.28%,-24.45%,1.52B,0.42,101.79%,2.31%,2.31,-12.29%,28.97,0.82,2.75%,0.33M,-11.02%,0.73,32.58,-,5.83%,20.86 - 33.00,-16.36%,-,377.11,2.51%,4.08%,-27.79%,1.62,0.64 (2.69%),0.49,5.60%,10.08%,14.24%,1.00,"Mar 10, 2025",1.08,-16.57%,3.88%,26.42,4.13% 3.87%,1450,0.45,-1.05%,2.91%,1.50,39.50,Yes / Yes,0.40,106.83%,39.51%,0.41,23.56,-12.75%,124.66%,-13.90%,Feb 21 BMO,141.97K,23.83,-12.33%,-17.48%,-15.35%,,"13,960",1.15%,ASIX
RUT,7.24,6.08,1.39%,70.92M,-10.56%,3.06B,6.74,10.57%,-0.12%,68.43M,-16.32%,452.98M,3.46,1.83,111.56%,12.90%,-16.24%,6.05B,0.51,-15.08%,5.87%,5.52,-19.50%,27.66,1.59,9.05%,8.83M,-34.53%,4.27,10.33,2.09%,24.13%,43.16 - 74.26,-23.45%,0.42 (0.95%),7.09,95.10%,12.52%,-40.69%,1.28,0.44 (1.00%),0.32,6.89%,32.22%,2.04%,2.10,"Mar 25, 2025",1.57,-6.60%,9.72%,29.74,5.91% 4.10%,22000,0.91,-0.98%,7.49%,2.10,62.79,Yes / Yes,0.84,-30.30%,5.37%,0.59,43.82,-3.01%,-22.59%,-3.90%,Mar 20 BMO,1.60M,44.04,-10.49%,-15.75%,-17.51%,,"224,887",0.50%,ASO
RUT,6.21,10.33,1.43%,34.40M,-1.13%,2.21B,9.77,5.46%,-21.85%,33.91M,-7.59%,376.19M,-,1.41,110.01%,6.36%,-27.95%,3.07B,0.72,-57.00%,1.87%,3.18,-22.52%,43.82,1.46,12.76%,2.16M,-62.49%,9.02,7.11,-19.52%,25.00%,55.91 - 194.98,-23.14%,0.65 (1.01%),6.93,34.97%,15.47%,-67.10%,1.97,1.28 (2.00%),1.96,14.51%,29.55%,14.72%,2.91,"Feb 18, 2025",3.03,-38.33%,16.88%,43.74,3.78% 4.06%,5600,0.63,-12.01%,12.27%,2.17,77.67,Yes / Yes,0.61,-63.82%,7.57%,0.41,62.57,-2.67%,4.92%,-17.14%,Feb 04 BMO,677.72K,64.14,-0.40%,-12.64%,-33.89%,,"67,419",2.51%,ATKR
RUT,10.73,4.45,66.85%,14.74M,3.60%,703.34M,5.85,35.71%,-0.21%,4.89M,-18.25%,81.04M,-,1.32,17.03%,3.45%,-20.80%,1.27B,0.56,25.97%,13.92%,2.79,55.04%,31.06,1.54,3.77%,0.17M,57.23%,26.10,1.83,-,23.25%,23.09 - 64.70,-14.45%,-,1.47,49.85%,3.07%,-26.24%,2.23,-,-,26.79%,91.18%,106.62%,3.20,"Dec 29, 2009",-,5.87%,21.90%,41.64,8.34% 6.08%,386,4.63,13.55%,6.40%,1.57,69.33,No / Yes,4.30,23.01%,0.00%,0.93,43.71,-0.51%,11.73%,19.10%,Mar 13 AMC,60.60K,47.72,-8.42%,-13.82%,12.48%,,"13,494",9.17%,ATLC
-,13.42,3.53,0.90%,86.33M,-6.17%,4.09B,8.46,64.78%,0.00%,85.73M,-4.90%,317.71M,2.47,0.71,104.85%,6.59%,-11.88%,22.48B,0.18,-36.40%,4.87%,6.69,-5.55%,56.11,0.84,2.55%,5.65M,0.21%,1.99,23.78,5.44%,6.45%,45.50 - 59.24,-9.54%,1.31 (2.76%),3.76,27.82%,4.19%,-20.10%,1.07,1.30 (2.75%),1.15,4.85%,11.19%,4.01%,1.24,"Mar 05, 2025",2.39,-51.31%,3.21%,35.73,3.00% 2.43%,15462,0.58,-12.21%,1.41%,3.14,52.25,Yes / Yes,0.56,-23.12%,22.83%,0.52,46.61,1.43%,-2.29%,-8.73%,Jan 29 BMO,844.47K,47.33,-5.47%,-7.46%,-10.42%,,"105,893",1.54%,AVT
RUT,8.39,7.44,9.45%,57.10M,-3.46%,3.56B,8.35,3.69%,-2.82%,51.70M,-11.17%,432.62M,-,1.74,84.04%,7.55%,-21.51%,1.96B,1.82,-5.85%,-0.95%,8.73,1.60%,44.17,1.41,1.91%,3.90M,22.71%,-,-,-,18.81%,44.10 - 88.46,-10.65%,-,10.46,25.29%,14.71%,-29.45%,1.35,-,-,24.66%,-,41.52%,1.92,-,0.90,10.56%,31.13%,32.27,3.21% 2.96%,1781,0.22,26.87%,22.10%,1.50,85.00,Yes / Yes,0.17,-31.37%,0.00%,0.44,61.63,1.56%,2.93%,13.48%,Jan 28 AMC,447.31K,62.41,-4.75%,-8.96%,-7.32%,,"47,527",1.27%,AX
-,7.51,12.34,3.84%,82.98M,0.84%,7.49B,7.56,10.07%,-58.50%,77.68M,3.59%,1.05B,1.02,2.76,91.57%,1.88%,4.09%,5.97B,1.26,-0.40%,-1.21%,2.16,22.70%,66.75,1.39,3.67%,1.46M,49.03%,-,-,7.39%,19.06%,60.44 - 98.11,4.62%,1.89 (2.04%),4.17,29.99%,13.91%,-5.50%,0.72,1.32 (1.42%),-,3.23%,-,53.38%,2.10,"Mar 31, 2025",0.74,206.71%,17.95%,50.72,2.62% 2.19%,1876,0.24,6.10%,17.62%,1.80,107.88,Yes / Yes,0.24,291.81%,14.09%,0.52,91.60,-3.35%,15.40%,3.53%,Jan 29 AMC,676.53K,92.71,-0.58%,1.76%,13.22%,,"84,733",1.21%,AXS
S&P 500,12.65,3.21,0.20%,7.61B,-1.80%,309.17B,9.30,18.11%,-85.80%,7.59B,-12.02%,25.50B,0.85,0.81,74.86%,1.03%,-11.14%,198.93B,1.55,15.27%,3.84%,2.09,4.24%,35.79,1.14,0.84%,78.49M,13.06%,-,-,14.91%,9.24%,34.15 - 48.08,-7.50%,1.09 (2.67%),7.54,3.14%,4.55%,-15.44%,1.27,1.02 (2.51%),-,13.55%,-,19.05%,1.25,"Mar 07, 2025",0.95,4.94%,14.84%,34.29,3.10% 2.65%,213000,2.26,13.06%,12.82%,1.48,53.33,Yes / Yes,0.90,131.76%,31.12%,1.04,39.67,0.92%,6.60%,7.56%,Jan 22 BMO,37.51M,40.65,-6.02%,-9.75%,-4.32%,,"9,381,750",2.48%,BAC
-,10.73,1.74,0.11%,204.24M,-0.69%,3.82B,10.48,27.84%,0.00%,204.01M,-3.61%,355.90M,-,0.47,6.92%,0.57%,12.52%,5.40B,0.71,-1.08%,28.41%,1.31,71.09%,12.25,1.53,3.26%,1.17M,199.36%,-,-,-,16.83%,6.34 - 25.01,-1.89%,0.37 (1.97%),1.17,12.50%,13.05%,-25.23%,1.21,0.00 (0.00%),-,34.11%,-,194.92%,1.25,"Aug 02, 2024",0.48,-16.07%,34.71%,47.06,6.52% 6.59%,6289,0.14,-40.21%,6.59%,1.67,28.67,Yes / Yes,0.09,-55.49%,10.74%,0.37,18.18,-,-63.91%,-63.80%,Mar 05 AMC,889.92K,18.70,-0.75%,-9.55%,33.51%,,"78,719",2.86%,BBAR
-,7.05,0.30,0.00%,5.29B,3.14%,11.30B,5.05,16.85%,-,5.29B,2.81%,3.21B,0.49,0.08,18.01%,2.92%,5.25%,56.03B,0.20,13.32%,-,3.38,-20.49%,2.57,0.83,0.88%,154.23M,-19.98%,-,-,14.48%,10.44%,1.79 - 2.87,15.17%,0.19 (8.77%),0.35,-10.85%,4.76%,-25.59%,0.62,0.05 (2.24%),-,0.27%,-,19.55%,0.07,"Mar 07, 2025",0.39,13.58%,7.31%,59.39,2.98% 2.90%,84022,4.04,-8.55%,5.73%,1.00,3.90,Yes / Yes,1.47,146.32%,10.46%,1.36,2.04,10.37%,-0.23%,-8.67%,Feb 10 AMC,45.61M,2.13,4.15%,5.58%,-6.25%,,"14,879,931",4.66%,BBD
-,7.68,1.87,0.00%,5.76B,1.31%,82.52B,8.10,4.00%,-,5.76B,15.33%,10.77B,4.31,0.41,3.41%,0.04%,43.21%,89.83B,0.92,-2.82%,-7.67%,0.91,44.36%,10.01,1.43,1.30%,2.25M,28.22%,-,-,1.78%,18.77%,9.23 - 14.28,47.48%,0.84 (5.83%),2.32,28.33%,6.90%,0.39%,0.97,0.73 (5.12%),-,17.13%,-,55.31%,0.37,"Oct 09, 2024",0.28,28.90%,27.63%,70.70,1.89% 1.93%,125916,2.76,30.24%,11.99%,2.00,13.63,Yes / Yes,1.71,19.71%,34.15%,0.61,13.80,9.51%,7.16%,37.56%,Jan 30 BMO,2.49M,14.34,7.09%,19.62%,34.99%,,"364,865",3.88%,BBVA
RUT,9.37,3.81,4.04%,13.44M,-9.61%,480.34M,8.40,8.40%,-32.08%,12.90M,-4.74%,51.78M,-,0.87,84.89%,11.82%,-13.55%,496.40M,0.97,3.30%,-2.11%,5.36,19.97%,9.56,3.74,17.65%,1.52M,45.76%,2.07,17.30,-,38.54%,23.63 - 48.23,-22.37%,0.80 (2.24%),11.33,192.66%,24.75%,-25.90%,1.07,0.80 (2.24%),0.71,13.55%,54.90%,51.25%,2.09,"Mar 27, 2025",1.59,6.81%,13.35%,34.47,7.55% 5.03%,4550,0.70,2.12%,10.43%,1.00,54.33,Yes / Yes,0.50,3.46%,21.05%,1.04,35.35,1.88%,7.46%,0.78%,Mar 13 BMO,284.49K,35.74,-8.41%,-11.56%,3.93%,,"70,973",1.10%,BBW
-,7.09,4.10,1.24%,216.58M,-10.82%,6.30B,7.28,10.76%,0.22%,213.90M,-19.28%,924.00M,0.67,0.42,98.10%,2.80%,-24.50%,7.43B,0.85,9.65%,-2.82%,1.51,7.78%,-8.06,-,18.07%,6.00M,-36.19%,3.11,9.35,10.52%,-,26.20 - 52.99,-24.97%,0.84 (2.90%),9.80,3.75%,27.30%,-45.10%,1.72,0.80 (2.75%),0.88,-7.02%,43.97%,11.01%,1.81,"Feb 21, 2025",1.48,28.60%,17.26%,28.46,7.04% 4.89%,57157,-,0.35%,12.43%,1.63,46.41,Yes / Yes,-,-18.16%,20.87%,0.84,28.45,0.42%,2.21%,-4.26%,Feb 27 BMO,3.97M,29.09,-17.74%,-20.18%,-17.72%,,"801,734",2.25%,BBWI
RUT,9.97,0.98,13.06%,17.06M,-0.81%,168.19M,6.06,39.77%,-0.39%,14.92M,-4.30%,16.79M,-,0.22,37.89%,0.64%,-23.38%,196.94M,0.85,-11.22%,0.18%,1.65,-17.72%,17.54,0.56,0.50%,0.10M,-3.64%,-,-,-,5.84%,9.19 - 14.04,-17.23%,0.64 (6.53%),6.47,-3.82%,2.01%,-30.20%,0.54,0.64 (6.53%),-,10.19%,-,6.70%,0.30,"Feb 07, 2025",0.23,-42.11%,13.34%,39.44,3.38% 2.71%,312,1.58,2.34%,8.53%,2.50,13.19,Yes / Yes,1.58,-54.06%,64.86%,0.86,9.68,-6.17%,-16.52%,-10.08%,Jan 28 BMO,58.24K,9.80,-1.68%,-8.50%,-15.25%,,"11,908",1.24%,BCBP
RUT,10.20,9.55,1.57%,38.18M,-4.09%,3.70B,9.96,18.18%,-2.90%,37.34M,-17.91%,376.35M,3.47,1.44,99.58%,2.95%,-31.57%,6.72B,0.55,-13.43%,-0.10%,3.05,-20.17%,56.34,1.73,11.02%,1.10M,-21.33%,18.80,5.18,2.94%,17.32%,95.33 - 155.42,-18.00%,0.84 (0.86%),17.71,35.94%,14.11%,-37.29%,1.52,0.82 (0.84%),1.92,9.67%,17.65%,2.23%,3.56,"Feb 24, 2025",3.34,-21.20%,7.32%,28.84,3.48% 3.60%,7560,0.25,-1.67%,5.60%,2.12,126.33,Yes / Yes,0.24,-27.01%,8.57%,0.31,96.38,-0.12%,-0.56%,-4.67%,Feb 20 AMC,360.48K,97.46,-7.06%,-16.14%,-23.54%,,"26,670",1.12%,BCC
-,5.58,2.77,5.36%,3.60B,-2.98%,55.51B,6.04,21.84%,0.00%,3.40B,0.49%,6.80B,0.33,0.57,6.72%,0.36%,16.28%,34.23B,1.62,16.49%,8.73%,0.60,34.60%,20.78,0.74,0.36%,12.12M,67.73%,-,-,17.17%,9.14%,8.94 - 16.33,16.37%,0.46 (2.96%),-,20.33%,3.17%,-5.27%,1.12,0.43 (2.76%),-,14.12%,-,72.99%,0.53,"Feb 28, 2025",1.99,35.39%,30.96%,52.34,3.25% 2.85%,91300,2.85,8.58%,19.85%,1.68,17.86,Yes / Yes,1.87,3470.96%,22.56%,0.67,15.03,-2.36%,31.25%,28.51%,Feb 13 BMO,20.21M,15.47,-0.16%,4.95%,21.23%,,"3,252,832",2.89%,BCS
RUT,8.84,5.52,2.74%,49.10M,0.33%,2.40B,5.15,36.50%,0.07%,47.75M,-20.34%,276.00M,0.60,2.24,100.62%,7.84%,-24.08%,4.79B,0.50,-8.60%,-3.59%,4.99,4.43%,62.14,0.79,1.20%,3.74M,33.15%,-,-,14.63%,9.31%,32.10 - 66.71,-20.01%,0.86 (1.76%),1.32,-,5.02%,-26.79%,1.59,0.84 (1.72%),-,-1.25%,-,52.15%,2.28,"Feb 14, 2025",0.09,-61.20%,7.96%,32.64,4.76% 4.10%,6000,1.86,-3.06%,5.77%,2.53,70.92,Yes / Yes,0.80,-84.14%,15.28%,0.89,47.55,-3.48%,76.34%,-7.97%,Jan 30 BMO,749.68K,48.84,-8.15%,-16.28%,-8.63%,,"159,295",2.71%,BFH
RUT,10.69,2.27,6.64%,29.55M,-3.21%,715.96M,8.11,12.84%,-2.92%,27.59M,-11.61%,59.71M,-,0.60,44.99%,0.79%,-14.81%,457.76M,1.56,6.35%,8.74%,2.04,-1.24%,24.62,0.98,0.90%,0.22M,9.38%,-,-,-,9.02%,18.97 - 30.30,-5.73%,0.58 (2.41%),11.96,5.36%,4.98%,-20.04%,0.75,0.56 (2.31%),-,32.95%,-,27.71%,0.70,"Feb 14, 2025",0.10,-12.79%,18.15%,33.12,2.83% 2.41%,859,0.64,18.42%,13.04%,1.20,33.10,Yes / Yes,0.50,-10.24%,24.81%,0.14,23.92,3.79%,35.80%,25.21%,Jan 23 AMC,106.28K,24.23,-5.81%,-6.77%,-2.82%,,"3,466",1.28%,BFST
S&P 500,9.09,8.08,0.98%,133.96M,-2.76%,9.85B,8.33,13.02%,0.00%,132.65M,6.44%,1.14B,-,1.31,89.06%,2.95%,-13.22%,53.11B,0.19,-14.98%,-0.96%,2.34,-23.34%,74.00,0.99,4.52%,3.91M,-21.52%,28.45,2.58,-0.83%,10.95%,67.40 - 114.92,-5.46%,2.76 (3.76%),17.59,-,7.48%,-36.03%,0.58,2.72 (3.70%),1.24,6.98%,6.57%,9.07%,2.16,"Feb 18, 2025",2.15,-45.77%,3.23%,49.03,3.15% 2.87%,23000,0.72,-10.78%,2.14%,2.00,87.00,Yes / Yes,0.53,4.10%,34.02%,0.51,73.59,-0.43%,-5.04%,-9.30%,Feb 05 BMO,1.67M,73.51,0.71%,-1.90%,-19.49%,,"205,173",-0.10%,BG
-,10.48,5.17,1.09%,58.63M,-0.05%,3.15B,2.42,11.65%,-14.14%,57.43M,-7.36%,286.00M,1.66,4.73,74.45%,1.48%,11.83%,4.72B,0.67,-6.34%,2.45%,1.20,31.67%,84.58,0.64,0.16%,0.85M,14.77%,-,-,6.30%,7.84%,40.00 - 64.12,12.79%,-,-,-,3.52%,-15.50%,0.95,-,-,-3.08%,-,35.46%,2.31,-,8.58,129.21%,12.15%,44.61,5.49% 4.18%,1400,0.64,14.74%,6.05%,3.50,63.56,Yes / Yes,0.64,173.46%,0.00%,0.18,53.30,1.59%,16.81%,-13.93%,Feb 11 AMC,711.58K,54.18,-5.62%,-1.75%,11.73%,,"30,689",1.66%,BHF
-,10.05,9.35,0.00%,279.91M,-0.83%,26.31B,8.41,10.29%,-,279.90M,0.72%,3.30B,1.79,2.01,25.39%,2.56%,5.38%,18.50B,1.42,-4.53%,-0.17%,1.52,11.98%,102.00,0.92,5.70%,7.16M,-10.70%,68.10,1.38,5.63%,9.37%,77.19 - 116.25,11.51%,-,-,61.93%,7.52%,-19.13%,0.30,-,2.19,4.04%,50.34%,21.78%,3.81,-,2.09,19.69%,15.98%,55.82,3.98% 3.82%,39800,0.30,-2.60%,17.85%,1.83,109.82,Yes / Yes,0.22,169.13%,0.00%,1.22,94.26,2.91%,34.13%,-1.83%,Feb 18 BMO,4.70M,94.01,3.50%,6.67%,4.67%,,"1,378,179",-0.26%,BIDU
S&P 500,13.92,5.81,0.31%,717.68M,-5.84%,58.03B,10.58,10.69%,-1.83%,715.78M,-5.27%,4.34B,1.03,1.51,88.76%,1.49%,0.25%,39.74B,1.46,19.00%,0.32%,2.48,18.68%,51.52,1.57,1.10%,10.69M,46.63%,-,-,13.53%,11.02%,52.64 - 90.34,5.20%,1.95 (2.42%),-,5.14%,6.20%,-10.53%,1.04,1.83 (2.26%),-,17.60%,-,53.54%,2.13,"Jan 27, 2025",1.60,46.36%,14.04%,37.99,3.31% 2.47%,51800,1.62,17.56%,10.91%,1.89,94.21,Yes / Yes,0.69,364.45%,30.71%,0.81,79.66,4.01%,-0.05%,8.95%,Jan 15 BMO,4.32M,80.82,-5.69%,-3.68%,10.48%,,"841,585",1.46%,BK
RUT,9.14,3.94,39.45%,50.77M,-6.05%,1.83B,9.12,3.91%,-1.39%,30.74M,-15.18%,197.85M,-,0.69,61.57%,9.45%,-27.81%,1.22B,1.50,-2.21%,-0.06%,5.68,-8.79%,9.62,3.75,20.85%,2.91M,-1.27%,6.41,5.62,-,41.12%,33.18 - 51.62,-25.48%,3.80 (10.54%),9.69,17.49%,26.87%,-30.21%,0.94,1.40 (3.89%),1.67,10.35%,48.61%,8.58%,1.36,"Jan 15, 2025",2.37,-13.89%,19.79%,26.24,3.81% 3.09%,8000,0.67,-4.66%,16.21%,3.00,43.00,Yes / Yes,0.51,-15.28%,31.80%,1.03,35.15,-0.00%,10.42%,-3.24%,Mar 14 BMO,511.26K,36.03,-8.48%,-18.15%,-13.58%,,"126,519",2.50%,BKE
"NDX, S&P 500",14.31,2.98,0.13%,989.65M,-0.61%,42.21B,14.24,15.68%,-13.02%,988.85M,-8.15%,2.98B,1.15,0.48,94.63%,2.09%,3.44%,27.83B,1.52,10.08%,0.51%,2.80,29.45%,17.07,2.50,7.91%,20.64M,35.37%,4.69,9.08,12.46%,18.47%,30.93 - 49.40,3.92%,0.91 (2.14%),20.55,66.90%,12.76%,-13.71%,1.08,0.86 (2.02%),0.94,3.75%,20.99%,37.82%,1.37,"Feb 11, 2025",1.32,55.56%,12.16%,44.48,3.77% 2.98%,57000,0.40,9.10%,10.70%,1.62,52.61,Yes / Yes,0.38,171.56%,28.23%,0.29,41.74,4.17%,12.14%,7.74%,Jan 30 AMC,7.36M,42.63,-2.74%,-4.53%,9.66%,,"510,597",2.12%,BKR
RUT,10.95,3.08,0.99%,74.75M,2.06%,2.52B,9.27,11.60%,-1.92%,74.01M,-16.12%,267.05M,1.35,0.75,100.41%,3.34%,-18.09%,2.02B,1.25,5.81%,-0.15%,3.24,-3.32%,37.65,0.90,0.75%,2.47M,23.60%,-,-,8.09%,9.90%,24.34 - 44.45,-11.63%,1.17 (3.47%),5.81,-0.32%,7.39%,-24.12%,1.21,1.16 (3.44%),-,9.48%,-,38.58%,1.25,"Jan 10, 2025",0.06,30.07%,15.64%,36.15,4.20% 3.12%,1662,1.33,3.42%,13.20%,2.56,44.14,Yes / Yes,0.28,245.08%,37.65%,0.60,32.97,1.05%,25.78%,-1.31%,Jan 22 BMO,763.63K,33.73,-6.71%,-12.00%,-7.07%,,"110,317",2.31%,BKU
RUT,10.61,3.23,1.58%,32.11M,1.09%,1.10B,7.84,10.84%,-13.70%,31.60M,-3.92%,108.12M,1.23,0.95,109.16%,19.38%,-14.30%,1.34B,0.82,14.08%,16.47%,8.65,-28.40%,5.60,6.13,22.37%,6.12M,4.04%,4.24,8.09,8.62%,84.71%,30.67 - 59.40,-11.23%,-,9.15,28.64%,40.26%,-42.27%,1.34,-,0.73,8.31%,18.73%,11.80%,1.67,-,1.44,75.70%,10.01%,46.07,4.95% 4.87%,1948,0.52,10.59%,8.05%,1.43,53.00,Yes / Yes,0.49,6.77%,0.00%,0.33,33.51,1.79%,16.03%,-1.19%,Feb 05 AMC,708.01K,34.29,-0.69%,-7.62%,-23.21%,,"55,723",2.33%,BLBD
